"","value","count","lc20_bps_220","lc24_s_cla_250","s_usa_polygon_to_raster","bps_model","bps_name","groupveg","fri_replac","fri_mixed","fri_surfac","fri_allfir","label","region","forestname","raw_acres"
"1106",11087,11492,1926,180,41,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",2556
"1107",11088,205,1934,120,41,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,0,198,165,"Developed",9,"Green Mountain and Finger Lakes National Forests",46
"1108",11089,5273,1927,3,41,"13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,0,531,"C",9,"Green Mountain and Finger Lakes National Forests",1173
"1109",11090,2011,1927,7,41,"13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,0,531,"UE",9,"Green Mountain and Finger Lakes National Forests",447
"1110",11091,3546,1927,180,41,"13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,0,531,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",789
"1111",11092,122,1936,3,41,"14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,0,170,144,"C",9,"Green Mountain and Finger Lakes National Forests",27
"1112",11093,299,1936,120,41,"14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,0,170,144,"Developed",9,"Green Mountain and Finger Lakes National Forests",66
"1113",11094,12479,1926,120,41,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"Developed",9,"Green Mountain and Finger Lakes National Forests",2775
"1114",11095,2339,1924,180,41,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",520
"1115",11096,578,1935,6,41,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"UN",9,"Green Mountain and Finger Lakes National Forests",129
"1116",11097,176,1936,4,41,"14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,0,170,144,"D",9,"Green Mountain and Finger Lakes National Forests",39
"1117",11098,968,1940,180,41,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,0,0,792,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",215
"1118",11099,28336,1926,2,41,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"B",9,"Green Mountain and Finger Lakes National Forests",6302
"1119",11100,11087,1927,2,41,"13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,0,531,"B",9,"Green Mountain and Finger Lakes National Forests",2466
"1120",11101,99,1924,1,41,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A",9,"Green Mountain and Finger Lakes National Forests",22
"1121",11102,1151,1937,120,41,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"Developed",9,"Green Mountain and Finger Lakes National Forests",256
"1122",11103,1243,1927,6,41,"13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,0,531,"UN",9,"Green Mountain and Finger Lakes National Forests",276
"1123",11104,124,1936,7,41,"14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,0,170,144,"UE",9,"Green Mountain and Finger Lakes National Forests",28
"1124",11105,157,1934,7,41,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,0,198,165,"UE",9,"Green Mountain and Finger Lakes National Forests",35
"1125",11106,411,1936,180,41,"14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,0,170,144,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",91
"1126",11107,55,1934,180,41,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,0,198,165,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",12
"1127",11108,458,1928,2,41,"13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,0,0,1127,"B",9,"Green Mountain and Finger Lakes National Forests",102
"1128",11109,472,1928,3,41,"13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,0,0,1127,"C",9,"Green Mountain and Finger Lakes National Forests",105
"1129",11110,70,1924,132,41,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"Barren or Sparse",9,"Green Mountain and Finger Lakes National Forests",16
"1130",11111,210,1926,132,41,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"Barren or Sparse",9,"Green Mountain and Finger Lakes National Forests",47
"1131",11112,389,1925,132,41,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"Barren or Sparse",9,"Green Mountain and Finger Lakes National Forests",87
"1132",11113,538,1928,180,41,"13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,0,0,1127,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",120
"1133",11114,176,1928,7,41,"13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,0,0,1127,"UE",9,"Green Mountain and Finger Lakes National Forests",39
"1134",11115,303,1929,180,41,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,0,0,580,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",67
"1135",11116,4385,1927,120,41,"13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,0,531,"Developed",9,"Green Mountain and Finger Lakes National Forests",975
"1136",11117,744,1930,6,41,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"UN",9,"Green Mountain and Finger Lakes National Forests",165
"1137",11118,29,1940,3,41,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,0,0,792,"C",9,"Green Mountain and Finger Lakes National Forests",6
"1138",11119,591,1940,7,41,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,0,0,792,"UE",9,"Green Mountain and Finger Lakes National Forests",131
"1139",11120,220,1920,132,41,"13020_65_66","Laurentian-Acadian Northern Hardwoods Forest","Hardwood",983,0,0,983,"Barren or Sparse",9,"Green Mountain and Finger Lakes National Forests",49
"1140",11121,2,1932,6,41,"14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,0,6,"UN",9,"Green Mountain and Finger Lakes National Forests",0
"1141",11122,262,1926,6,41,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"UN",9,"Green Mountain and Finger Lakes National Forests",58
"1142",11123,369,1935,7,41,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"UE",9,"Green Mountain and Finger Lakes National Forests",82
"1143",11124,177,1930,4,41,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"D",9,"Green Mountain and Finger Lakes National Forests",39
"1144",11125,315,1930,120,41,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"Developed",9,"Green Mountain and Finger Lakes National Forests",70
"1145",11126,260,1935,2,41,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"B",9,"Green Mountain and Finger Lakes National Forests",58
"1146",11127,770,1935,180,41,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",171
"1147",11128,927,1935,120,41,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"Developed",9,"Green Mountain and Finger Lakes National Forests",206
"1148",11129,403,1937,6,41,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"UN",9,"Green Mountain and Finger Lakes National Forests",90
"1149",11130,676,1937,180,41,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",150
"1150",11131,98,1930,7,41,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"UE",9,"Green Mountain and Finger Lakes National Forests",22
"1151",11132,19,1933,2,41,"14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"B",9,"Green Mountain and Finger Lakes National Forests",4
"1152",11133,2053,1930,3,41,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"C",9,"Green Mountain and Finger Lakes National Forests",457
"1153",11134,1,1932,3,41,"14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,0,6,"C",9,"Green Mountain and Finger Lakes National Forests",0
"1154",11135,2,1932,180,41,"14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,0,6,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",0
"1155",11136,788,1928,120,41,"13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,0,0,1127,"Developed",9,"Green Mountain and Finger Lakes National Forests",175
"1156",11137,80,1934,1,41,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,0,198,165,"A",9,"Green Mountain and Finger Lakes National Forests",18
"1157",11138,5,1926,5,41,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"E",9,"Green Mountain and Finger Lakes National Forests",1
"1158",11139,110,1933,3,41,"14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"C",9,"Green Mountain and Finger Lakes National Forests",24
"1159",11140,918,1937,2,41,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"B",9,"Green Mountain and Finger Lakes National Forests",204
"1160",11141,60,1930,2,41,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"B",9,"Green Mountain and Finger Lakes National Forests",13
"1161",11142,13,1933,7,41,"14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"UE",9,"Green Mountain and Finger Lakes National Forests",3
"1162",11143,7,1936,2,41,"14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,0,170,144,"B",9,"Green Mountain and Finger Lakes National Forests",2
"1163",11144,1,1988,132,43,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"Barren or Sparse",9,"White Mountain National Forest",0
"1164",11145,1932,1983,4,41,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"D",9,"Green Mountain and Finger Lakes National Forests",430
"1165",11146,5,1988,3,41,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"C",9,"Green Mountain and Finger Lakes National Forests",1
"1166",11147,19,1984,3,41,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"C",9,"Green Mountain and Finger Lakes National Forests",4
"1167",11148,19,1982,2,41,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"B",9,"Green Mountain and Finger Lakes National Forests",4
"1168",11149,7,1999,120,41,"15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,0,0,1011,"Developed",9,"Green Mountain and Finger Lakes National Forests",2
"1169",11150,15,1984,2,41,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"B",9,"Green Mountain and Finger Lakes National Forests",3
"1170",11151,9,1995,3,41,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"C",9,"Green Mountain and Finger Lakes National Forests",2
"1171",11152,90,1983,120,41,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"Developed",9,"Green Mountain and Finger Lakes National Forests",20
"1172",11153,1,1982,120,41,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"Developed",9,"Green Mountain and Finger Lakes National Forests",0
"1173",11154,2,1995,120,41,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"Developed",9,"Green Mountain and Finger Lakes National Forests",0
"1174",11155,1,1984,120,41,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"Developed",9,"Green Mountain and Finger Lakes National Forests",0
"1175",11156,7,1983,2,41,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"B",9,"Green Mountain and Finger Lakes National Forests",2
"1176",11157,4,1983,7,41,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"UE",9,"Green Mountain and Finger Lakes National Forests",1
"1177",11158,3,1978,180,41,"13020_65_66","Laurentian-Acadian Northern Hardwoods Forest","Hardwood",983,0,0,983,"Agriculture",9,"Green Mountain and Finger Lakes National Forests",1
"1178",11159,57,1983,1,41,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"A",9,"Green Mountain and Finger Lakes National Forests",13
"1179",11160,3,1983,3,41,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"C",9,"Green Mountain and Finger Lakes National Forests",1
"1180",11161,6,1981,132,43,"13540_64_66","Northeastern Interior Pine Barrens","Conifer",77,31,12,8,"Barren or Sparse",9,"White Mountain National Forest",1
"1181",11162,1,1998,1,43,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,0,0,792,"A",9,"White Mountain National Forest",0
"1182",11163,4,1999,132,43,"15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,0,0,1011,"Barren or Sparse",9,"White Mountain National Forest",1
"1183",11164,2,1996,132,43,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",0,0,221,221,"Barren or Sparse",9,"White Mountain National Forest",0
"1184",11165,48,1984,132,43,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"Barren or Sparse",9,"White Mountain National Forest",11
"1185",12294,26,1563,120,51,"13100_44_50","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",123,49,76,24,"Developed",9,"Chequamegon-Nicolet National Forest",6
"1186",12295,4,1563,5,51,"13100_44_50","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",123,49,76,24,"E",9,"Chequamegon-Nicolet National Forest",1
"1187",12296,2,1573,4,51,"14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer",25,46,18,8,"D",9,"Chequamegon-Nicolet National Forest",0
"1188",12297,34,1563,2,51,"13100_44_50","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",123,49,76,24,"B",9,"Chequamegon-Nicolet National Forest",8
"1189",12298,3,1563,6,51,"13100_44_50","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",123,49,76,24,"UN",9,"Chequamegon-Nicolet National Forest",1
"1190",12299,2,1563,1,51,"13100_44_50","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",123,49,76,24,"A",9,"Chequamegon-Nicolet National Forest",0
"1191",12300,1,1563,180,51,"13100_44_50","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",123,49,76,24,"Agriculture",9,"Chequamegon-Nicolet National Forest",0
"1192",12301,155852,11,111,48,"0","Open Water","Open Water",0,0,0,0,"Water",9,"Huron-Manistee National Forest",34661
"1193",12302,551294,1628,4,48,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"D",9,"Huron-Manistee National Forest",122605
"1194",12303,132749,1628,120,48,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"Developed",9,"Huron-Manistee National Forest",29523
"1195",12304,2419402,1622,2,48,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"B",9,"Huron-Manistee National Forest",538062
"1196",12305,812355,1614,5,48,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"E",9,"Huron-Manistee National Forest",180663
"1197",12306,109805,1614,3,48,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"C",9,"Huron-Manistee National Forest",24420
"1198",12307,191612,1614,7,48,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"UE",9,"Huron-Manistee National Forest",42613
"1199",12308,63771,1625,4,48,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"D",9,"Huron-Manistee National Forest",14182
"1200",12309,12179,1625,7,48,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"UE",9,"Huron-Manistee National Forest",2709
"1201",12310,587568,1622,7,48,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"UE",9,"Huron-Manistee National Forest",130672
"1202",12311,169621,1614,6,48,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"UN",9,"Huron-Manistee National Forest",37723
"1203",12312,69976,1614,120,48,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Developed",9,"Huron-Manistee National Forest",15562
"1204",12313,177090,1639,3,48,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"C",9,"Huron-Manistee National Forest",39384
"1205",12314,48390,1637,4,48,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"D",9,"Huron-Manistee National Forest",10762
"1206",12315,98158,1614,180,48,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Agriculture",9,"Huron-Manistee National Forest",21830
"1207",12316,426946,1639,4,48,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"D",9,"Huron-Manistee National Forest",94950
"1208",12317,66970,1639,2,48,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"B",9,"Huron-Manistee National Forest",14894
"1209",12318,24214,1637,3,48,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"C",9,"Huron-Manistee National Forest",5385
"1210",12319,23776,1614,2,48,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"B",9,"Huron-Manistee National Forest",5288
"1211",12320,260600,1622,120,48,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"Developed",9,"Huron-Manistee National Forest",57956
"1212",12321,3116,1637,7,48,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"UE",9,"Huron-Manistee National Forest",693
"1213",12322,7375,1637,2,48,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"B",9,"Huron-Manistee National Forest",1640
"1214",12323,168377,1628,3,48,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"C",9,"Huron-Manistee National Forest",37446
"1215",12324,377765,1628,7,48,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"UE",9,"Huron-Manistee National Forest",84013
"1216",12325,329367,1628,5,48,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"E",9,"Huron-Manistee National Forest",73249
"1217",12326,254161,1620,4,48,"13441_51","Boreal Jack Pine-Black Spruce Forest-Pine Barrens","Conifer",34,64,7,5,"D",9,"Huron-Manistee National Forest",56524
"1218",12327,39457,1623,4,48,"13651_51","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",490,524,0,253,"D",9,"Huron-Manistee National Forest",8775
"1219",12328,161041,1629,3,48,"14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer",25,46,18,8,"C",9,"Huron-Manistee National Forest",35815
"1220",12329,128601,1636,3,48,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"C",9,"Huron-Manistee National Forest",28600
"1221",12330,115567,1636,6,48,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"UN",9,"Huron-Manistee National Forest",25701
"1222",12331,19429,1634,3,48,"14660_50_51","Great Lakes Wooded Dune and Swale","Riparian",3715,536,0,468,"C",9,"Huron-Manistee National Forest",4321
"1223",12332,34077,1629,7,48,"14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer",25,46,18,8,"UE",9,"Huron-Manistee National Forest",7579
"1224",12333,25843,1633,3,48,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"C",9,"Huron-Manistee National Forest",5747
"1225",12334,6882,1633,6,48,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"UN",9,"Huron-Manistee National Forest",1531
"1226",12335,5824,1623,7,48,"13651_51","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",490,524,0,253,"UE",9,"Huron-Manistee National Forest",1295
"1227",12336,1433,1628,2,48,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"B",9,"Huron-Manistee National Forest",319
"1228",12337,2005,1634,4,48,"14660_50_51","Great Lakes Wooded Dune and Swale","Riparian",3715,536,0,468,"D",9,"Huron-Manistee National Forest",446
"1229",12338,21316,1620,3,48,"13441_51","Boreal Jack Pine-Black Spruce Forest-Pine Barrens","Conifer",34,64,7,5,"C",9,"Huron-Manistee National Forest",4741
"1230",12339,432,1634,120,48,"14660_50_51","Great Lakes Wooded Dune and Swale","Riparian",3715,536,0,468,"Developed",9,"Huron-Manistee National Forest",96
"1231",12340,857,1623,1,48,"13651_51","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",490,524,0,253,"A",9,"Huron-Manistee National Forest",191
"1232",12341,65542,1639,1,48,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"A",9,"Huron-Manistee National Forest",14576
"1233",12342,783,1634,7,48,"14660_50_51","Great Lakes Wooded Dune and Swale","Riparian",3715,536,0,468,"UE",9,"Huron-Manistee National Forest",174
"1234",12343,6234,1628,180,48,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"Agriculture",9,"Huron-Manistee National Forest",1386
"1235",12344,40726,1620,7,48,"13441_51","Boreal Jack Pine-Black Spruce Forest-Pine Barrens","Conifer",34,64,7,5,"UE",9,"Huron-Manistee National Forest",9057
"1236",12345,5332,1636,7,48,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"UE",9,"Huron-Manistee National Forest",1186
"1237",12346,503,1633,7,48,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"UE",9,"Huron-Manistee National Forest",112
"1238",12347,5645,1628,6,48,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"UN",9,"Huron-Manistee National Forest",1255
"1239",12348,126937,1622,3,48,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"C",9,"Huron-Manistee National Forest",28230
"1240",12349,146398,1622,180,48,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"Agriculture",9,"Huron-Manistee National Forest",32558
"1241",12350,4888,1623,120,48,"13651_51","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",490,524,0,253,"Developed",9,"Huron-Manistee National Forest",1087
"1242",12351,2701,1633,2,48,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"B",9,"Huron-Manistee National Forest",601
"1243",12352,263,1633,120,48,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"Developed",9,"Huron-Manistee National Forest",58
"1244",12353,112512,1615,5,48,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"E",9,"Huron-Manistee National Forest",25022
"1245",12354,33306,1615,6,48,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"UN",9,"Huron-Manistee National Forest",7407
"1246",12355,24073,1639,7,48,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"UE",9,"Huron-Manistee National Forest",5354
"1247",12356,10079,1639,120,48,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"Developed",9,"Huron-Manistee National Forest",2242
"1248",12357,17385,1615,120,48,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Developed",9,"Huron-Manistee National Forest",3866
"1249",12358,2468,1636,120,48,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"Developed",9,"Huron-Manistee National Forest",549
"1250",12359,16820,1629,120,48,"14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer",25,46,18,8,"Developed",9,"Huron-Manistee National Forest",3741
"1251",12360,5987,1625,120,48,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"Developed",9,"Huron-Manistee National Forest",1331
"1252",12361,1728,1625,3,48,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"C",9,"Huron-Manistee National Forest",384
"1253",12362,44292,1615,7,48,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"UE",9,"Huron-Manistee National Forest",9850
"1254",12363,1346,1625,2,48,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"B",9,"Huron-Manistee National Forest",299
